start_station_name,member_casual,number_of_rides
Ellis Ave & 53rd St,casual,1627
Broadway & Wilson Ave,casual,1629
Throop St & Taylor St,casual,1640
Central Park Ave & Bloomingdale Ave,casual,1643
Loomis St & Jackson Blvd,casual,1644
Paulina St & Montrose Ave,casual,1657
Blackstone Ave & Hyde Park Blvd,casual,1670
Halsted St & Archer Ave,member,1677
Western Ave & Monroe St,member,1679
Central Park Ave & Elbridge Ave,member,1687
Troy St & North Ave,casual,1687
Wood St & Hubbard St,casual,1690
Halsted St & Fulton St,member,1707
Paulina St & Howard St,member,1710
Francisco Ave & Foster Ave,member,1715
Bernard St & Elston Ave,member,1721
Clark St & Columbia Ave,member,1730
Ogden Ave & Roosevelt Rd,member,1737
Hoyne Ave & Balmoral Ave,member,1742
Damen Ave & Madison St,member,1745
Greenwood Ave & 47th St,member,1749
Museum of Science and Industry,member,1750
Lincoln Ave & Winona St,member,1752
Central Park Ave & Bloomingdale Ave,member,1762
Glenwood Ave & Morse Ave,casual,1775
Kosciuszko Park,member,1775
Wabash Ave & Cermak Rd,member,1782
California Ave & Fletcher St,casual,1786
Damen Ave & Melrose Ave,casual,1793
Lincoln Ave & Addison St,casual,1802
University Library (NU),member,1804
Paulina St & 18th St,casual,1805
W Armitage Ave & N Sheffield Ave,member,1809
Calumet Ave & 21st St,member,1826
California Ave & Fletcher St,member,1828
Campbell Ave & Fullerton Ave,casual,1835
MLK Jr Dr & 29th St,casual,1840
Orleans St & Elm St,casual,1840
Larrabee St & Menomonee St,casual,1842
Lincoln Ave & Waveland Ave,casual,1857
Damen Ave & Foster Ave,casual,1861
W Oakdale Ave & N Broadway,member,1862
Wabash Ave & Cermak Rd,casual,1866
Campbell Ave & Fullerton Ave,member,1870
Damen Ave & Cullerton St,member,1880
Clinton St & 18th St,member,1893
Elston Ave & Wabansia Ave,member,1898
Claremont Ave & Hirsch St,member,1907
LaSalle St & Adams St,casual,1908
Field Museum,member,1911
Laflin St & Cullerton St,member,1911
Sedgwick St & Schiller St,casual,1913
Chicago Ave & Washington St,member,1917
Stave St & Armitage Ave,casual,1924
Racine Ave & Washington Blvd,casual,1927
Ellis Ave & 58th St,casual,1942
Troy St & North Ave,member,1943
Ashland Ave & Belle Plaine Ave,member,1946
Damen Ave & Walnut (Lake) St,member,1951
Elizabeth (May) St & Fulton St,member,1960
Damen Ave & Clybourn Ave,casual,1995
Milwaukee Ave & Fullerton Ave,member,2001
Morgan St & Lake St,casual,2002
Larrabee St & Oak St,casual,2008
Milwaukee Ave & Fullerton Ave,casual,2018
Halsted St & Roosevelt Rd,casual,2020
Leavitt St & Division St,casual,2026
Indiana Ave & 26th St,member,2035
Ashland Ave & Chicago Ave,casual,2042
Leavitt St & Addison St,member,2042
Wood St & Augusta Blvd,casual,2061
Morgan St & Lake St*,casual,2062
N Carpenter St & W Lake St,member,2065
Washtenaw Ave & Lawrence Ave,member,2076
Kedzie Ave & Palmer Ct,casual,2083
Damen Ave & Grand Ave,casual,2098
Wilton Ave & Diversey Pkwy*,member,2102
Leavitt St & Lawrence Ave,member,2110
Halsted St & 35th St,member,2114
California Ave & Francis Pl (Temp),casual,2140
Racine Ave & Randolph St,casual,2141
Leavitt St & Chicago Ave,casual,2142
McCormick Place,member,2144
Southport Ave & Clark St,member,2146
Damen Ave & Leland Ave,casual,2153
Morgan St & 18th St,casual,2153
Lincoln Ave & Belle Plaine Ave,casual,2156
Clybourn Ave & Division St,casual,2167
California Ave & Division St,casual,2173
Sheridan Rd & Loyola Ave,casual,2174
Sheridan Rd & Argyle St,casual,2179
California Ave & North Ave,casual,2181
St. Louis Ave & Fullerton Ave,member,2187
Racine Ave & 15th St,member,2190
Ashland Ave & Augusta Blvd,casual,2193
Greenview Ave & Jarvis Ave,member,2195
Richmond St & Diversey Ave,member,2201
Clark St & Schreiber Ave,member,2205
Clark St & Ida B Wells Dr,casual,2207
Clark St & 9th St (AMLI),casual,2216
Leavitt St & Belmont Ave,casual,2220
Campbell Ave & Montrose Ave,member,2221
Ashland Ave & Grand Ave,casual,2224
Canal St & Harrison St,member,2237
Lincoln Ave & Addison St,member,2251
California Ave & Montrose Ave,member,2252
Emerald Ave & 28th St,member,2284
Talman Ave & Addison St,member,2284
Lincoln Ave & Sunnyside Ave,casual,2294
Albany Ave & Bloomingdale Ave,casual,2313
Ravenswood Ave & Irving Park Rd,casual,2313
Damen Ave & Melrose Ave,member,2322
Chicago Ave & Sheridan Rd,member,2326
Clark St & Lunt Ave,member,2326
California Ave & Division St,member,2338
Kedzie Ave & Palmer Ct,member,2366
Sheridan Rd & Columbia Ave,member,2367
Green St & Washington Blvd,casual,2386
Lincoln Ave & Roscoe St*,casual,2387
Leavitt St & Belmont Ave,member,2390
Logan Blvd & Elston Ave,casual,2418
Leavitt St & Armitage Ave,casual,2419
Ashland Ave & Wellington Ave,casual,2426
Cannon Dr & Fullerton Ave,member,2426
California Ave & Francis Pl (Temp),member,2435
Milwaukee Ave & Rockwell St,member,2450
State St & Pearson St,casual,2451
Milwaukee Ave & Rockwell St,casual,2466
Calumet Ave & 35th St,member,2469
Racine Ave & Fullerton Ave (Temp),member,2470
Blue Island Ave & 18th St,casual,2473
Clark St & Elmdale Ave,member,2479
Hampden Ct & Diversey Ave,member,2482
Spaulding Ave & Armitage Ave,casual,2482
Chicago Ave & Sheridan Rd,casual,2490
Calumet Ave & 21st St,casual,2497
Sheridan Rd & Lawrence Ave,casual,2497
Ashland Ave & Lake St,casual,2503
Sedgwick St & Schiller St,member,2508
Wolcott (Ravenswood) Ave & Montrose Ave,casual,2508
California Ave & Altgeld St,member,2524
Canal St & Taylor St,casual,2529
Winchester Ave & Elston Ave,member,2539
Wood St & Chicago Ave,casual,2539
Western Ave & Roscoe St,member,2548
Benson Ave & Church St,casual,2564
Dearborn St & Van Buren St,casual,2570
Broadway & Ridge Ave,casual,2573
Winthrop Ave & Lawrence Ave,casual,2574
Fairbanks St & Superior St,casual,2575
Halsted St & 18th St,member,2588
Clarendon Ave & Leland Ave,casual,2618
Damen Ave & Wellington Ave,casual,2618
Rockwell St & Eastwood Ave,member,2630
Western Ave & Division St,casual,2638
Morgan St & Lake St,member,2640
Lake Park Ave & 56th St,casual,2641
Wentworth Ave & 33rd St,member,2648
Racine Ave & 18th St,casual,2673
Ogden Ave & Congress Pkwy,member,2675
Elizabeth St & Fulton St,member,2700
Humboldt Blvd & Armitage Ave,casual,2702
Morgan St & 31st St,member,2705
Damen Ave & Sunnyside Ave,member,2706
Ashland Ave & Wrightwood Ave,casual,2707
May St & Taylor St,casual,2718
Financial Pl & Ida B Wells Dr,casual,2730
Noble St & Milwaukee Ave,casual,2749
Sheridan Rd & Loyola Ave,member,2751
Wacker Dr & Washington St,casual,2755
Seeley Ave & Roscoe St,casual,2760
Jefferson St & Monroe St,casual,2771
Broadway & Berwyn Ave,casual,2782
Museum of Science and Industry,casual,2792
Ada St & Washington Blvd,casual,2809
Western Ave & Leland Ave,casual,2817
Shields Ave & 28th Pl,member,2818
Lake Park Ave & 53rd St,casual,2820
Western Ave & Congress Pkwy,member,2827
Broadway & Wilson - Truman College Vaccination Site,casual,2839
LaSalle St & Washington St,casual,2846
Orleans St & Hubbard St,casual,2847
Broadway & Thorndale Ave,casual,2849
Paulina St & Montrose Ave,member,2864
Artesian Ave & Hubbard St,member,2869
Damen Ave & Wellington Ave,member,2873
Cornell Ave & Hyde Park Blvd,casual,2877
Campbell Ave & North Ave,casual,2881
California Ave & North Ave,member,2894
Woodlawn Ave & 55th St,casual,2904
Wood St & Hubbard St,member,2908
Damen Ave & Charleston St,casual,2912
Humboldt Blvd & Armitage Ave,member,2913
Morgan St & Polk St,casual,2917
Stave St & Armitage Ave,member,2922
Damen Ave & Clybourn Ave,member,2923
Clark St & Montrose Ave,casual,2926
Sheridan Rd & Noyes St (NU),casual,2929
Delano Ct & Roosevelt Rd,casual,2961
Greenview Ave & Diversey Pkwy,casual,2990
Walsh Park,casual,2993
Larrabee St & North Ave,casual,2999
Leavitt St & North Ave,casual,3021
Ashland Ave & Grace St,casual,3031
Lincoln Ave & Waveland Ave,member,3035
Southport Ave & Irving Park Rd,casual,3041
Clinton St & Roosevelt Rd,casual,3052
Ravenswood Ave & Berteau Ave,member,3063
LaSalle St & Adams St,member,3077
Broadway & Argyle St,casual,3080
Eckhart Park,casual,3108
Glenwood Ave & Morse Ave,member,3109
Sangamon St & Washington Blvd,casual,3116
Halsted St & Polk St,casual,3118
Broadway & Granville Ave,casual,3122
Leavitt St & Chicago Ave,member,3123
Loomis St & Lexington St,casual,3126
Ogden Ave & Race Ave,casual,3126
Michigan Ave & Ida B Wells Dr,member,3127
Damen Ave & Foster Ave,member,3134
Clinton St & Tilden St,member,3140
Leavitt St & Division St,member,3141
Aberdeen St & Monroe St,casual,3150
Damen Ave & Thomas St (Augusta Blvd),casual,3150
Franklin St & Adams St (Temp),casual,3167
Marine Dr & Ainslie St,casual,3184
Spaulding Ave & Armitage Ave,member,3185
Ashland Ave & Lake St,member,3190
Lincoln Ave & Belmont Ave (Temp),casual,3194
Racine Ave & Wrightwood Ave,casual,3202
Ashland Ave & 13th St,member,3205
Wabash Ave & 16th St,casual,3221
Clark St & Bryn Mawr Ave,casual,3224
Sheridan Rd & Buena Ave,casual,3226
N Green St & W Lake St,casual,3235
Sheridan Rd & Argyle St,member,3235
Blackstone Ave & Hyde Park Blvd,member,3270
Paulina St & 18th St,member,3281
Dearborn St & Adams St,casual,3283
California Ave & Cortez St,casual,3290
Benson Ave & Church St,member,3294
Desplaines St & Jackson Blvd,casual,3301
Albany Ave & Bloomingdale Ave,member,3307
Larrabee St & Armitage Ave,casual,3328
Western Ave & Walton St,casual,3337
Western Ave & Division St,member,3347
Ashland Ave & Blackhawk St,casual,3356
Damen Ave & Charleston St,member,3376
Sheridan Rd & Noyes St (NU),member,3441
Ashland Ave & Wrightwood Ave,member,3452
Elston Ave & Cortland St,casual,3469
Leavitt St & Armitage Ave,member,3491
900 W Harrison St,casual,3505
Damen Ave & Division St,casual,3512
Wells St & Polk St,casual,3553
Paulina Ave & North Ave,casual,3577
Clark St & 9th St (AMLI),member,3595
Clark St & Leland Ave,casual,3602
Morgan St & 18th St,member,3606
Racine Ave & Randolph St,member,3612
Halsted St & Willow St,casual,3631
Orleans St & Chestnut St (NEXT Apts),casual,3631
Broadway & Wilson - Truman College Vaccination Site,member,3641
California Ave & Cortez St,member,3647
Ashland Ave & Grand Ave,member,3659
Aberdeen St & Jackson Blvd,casual,3666
Southport Ave & Clybourn Ave,casual,3684
Wolcott (Ravenswood) Ave & Montrose Ave,member,3698
Michigan Ave & 18th St,casual,3699
State St & Harrison St,casual,3699
Calumet Ave & 18th St,casual,3707
Campbell Ave & North Ave,member,3717
Ravenswood Ave & Irving Park Rd,member,3721
Wells St & Walton St,casual,3727
Canal St & Monroe St,casual,3733
Sheffield Ave & Willow St,casual,3733
Halsted St & Maxwell St,casual,3740
Canal St & Jackson Blvd,casual,3751
Blue Island Ave & 18th St,member,3770
Indiana Ave & 31st St,member,3773
State St & Van Buren St,casual,3787
Clifton Ave & Armitage Ave,casual,3793
Franklin St & Monroe St,casual,3849
Green St & Randolph St*,casual,3855
Dearborn St & Van Buren St,member,3870
Broadway & Wilson Ave,member,3882
Morgan St & Lake St*,member,3889
Morgan Ave & 14th Pl,member,3891
Damen Ave & Grand Ave,member,3899
Cannon Dr & Fullerton Ave,casual,3925
Carpenter St & Huron St,casual,3930
Lincoln Ave & Belle Plaine Ave,member,3935
Aberdeen St & Randolph St,casual,3949
Rush St & Hubbard St,casual,3950
Racine Ave & Washington Blvd,member,3952
Fort Dearborn Dr & 31st St,casual,3964
Desplaines St & Randolph St,casual,3978
Damen Ave & Leland Ave,member,3993
Seeley Ave & Roscoe St,member,3993
State St & Harrison St,member,4006
Logan Blvd & Elston Ave,member,4014
Orleans St & Elm St,member,4036
Wabash Ave & Adams St,casual,4036
Larrabee St & Menomonee St,member,4043
Lincoln Ave & Sunnyside Ave,member,4064
Racine Ave & Fullerton Ave,casual,4089
Shields Ave & 31st St,member,4099
Green St & Washington Blvd,member,4103
LaSalle St & Jackson Blvd,casual,4110
Sangamon St & Lake St,casual,4124
Fort Dearborn Dr & 31st St,member,4140
Wood St & Augusta Blvd,member,4151
Ashland Ave & Chicago Ave,member,4154
Sedgwick St & Huron St,casual,4165
Lakefront Trail & Wilson Ave,casual,4190
Clarendon Ave & Junior Ter,casual,4224
Damen Ave & Chicago Ave,casual,4240
Larrabee St & Division St,casual,4244
Winthrop Ave & Lawrence Ave,member,4250
Clarendon Ave & Gordon Ter,casual,4263
Delano Ct & Roosevelt Rd,member,4266
Stetson Ave & South Water St,casual,4282
Dayton St & North Ave,casual,4283
Leavitt St & North Ave,member,4325
Michigan Ave & 14th St,casual,4326
Greenview Ave & Diversey Pkwy,member,4342
McCormick Place,casual,4346
Ellis Ave & 53rd St,member,4356
Marine Dr & Ainslie St,member,4371
Sheridan Rd & Lawrence Ave,member,4420
Canal St & Madison St,casual,4426
Ogden Ave & Chicago Ave,casual,4471
Lakefront Trail & Wilson Ave,member,4480
Clark St & Montrose Ave,member,4488
Ellis Ave & 55th St,casual,4492
Clark St & Chicago Ave,casual,4504
Larrabee St & North Ave,member,4507
Broadway & Granville Ave,member,4517
Burnham Harbor,casual,4520
Lincoln Ave & Roscoe St*,member,4562
Franklin St & Lake St,casual,4575
Western Ave & Walton St,member,4599
Clark St & Ida B Wells Dr,member,4605
Ashland Ave & Grace St,member,4606
Clark St & Berwyn Ave,casual,4636
Lake Park Ave & 53rd St,member,4638
State St & 35th St,member,4641
Clark St & Randolph St,casual,4643
Western Ave & Winnebago Ave,casual,4648
Canal St & Taylor St,member,4654
Adler Planetarium,member,4655
Racine Ave & 18th St,member,4670
Sheffield Ave & Kingsbury St,casual,4685
Shore Dr & 55th St,casual,4692
N Green St & W Lake St,member,4693
Michigan Ave & Ida B Wells Dr,casual,4702
Peoria St & Jackson Blvd,casual,4712
Ashland Ave & Wellington Ave,member,4736
Wentworth Ave & Cermak Rd,member,4748
Wentworth Ave & Cermak Rd,casual,4781
Shedd Aquarium,member,4789
Loomis St & Jackson Blvd,member,4798
Larrabee St & Kingsbury St,casual,4805
Bissell St & Armitage Ave*,casual,4819
Calumet Ave & 18th St,member,4862
Western Ave & Fillmore St,member,4891
LaSalle Dr & Huron St,casual,4916
Broadway & Thorndale Ave,member,4929
Ritchie Ct & Banks St,casual,4937
Broadway & Ridge Ave,member,4978
Green St & Randolph St*,member,4984
Clarendon Ave & Leland Ave,member,4994
Racine Ave & Wrightwood Ave,member,5018
Southport Ave & Wellington Ave,casual,5021
Clinton St & Jackson Blvd,casual,5027
Paulina Ave & North Ave,member,5047
Ashland Ave & Augusta Blvd,member,5059
Southport Ave & Belmont Ave,casual,5059
Rhodes Ave & 32nd St,member,5068
Milwaukee Ave & Wabansia Ave,casual,5092
Michigan Ave & Madison St,casual,5101
Wood St & Chicago Ave,member,5115
Harper Ave & 59th St,member,5117
Lincoln Ave & Belmont Ave (Temp),member,5159
Daley Center Plaza,casual,5162
Dusable Harbor,member,5162
Kimbark Ave & 53rd St,casual,5164
Honore St & Division St,casual,5178
Walsh Park,member,5179
Franklin St & Illinois St,casual,5192
McClurg Ct & Erie St,casual,5192
Hermitage Ave & Polk St,member,5195
Michigan Ave & Pearson St,casual,5198
Damen Ave & Thomas St (Augusta Blvd),member,5215
Noble St & Milwaukee Ave,member,5239
Cornell Ave & Hyde Park Blvd,member,5262
Burling St & Diversey Pkwy,casual,5268
Michigan Ave & Pearson St,member,5273
Clinton St & Lake St,casual,5282
Southport Ave & Irving Park Rd,member,5287
Ada St & Washington Blvd,member,5295
Greenview Ave & Fullerton Ave,casual,5331
Sheridan Rd & Montrose Ave,casual,5331
Dearborn St & Monroe St,casual,5373
Kingsbury St & Erie St,casual,5405
Rush St & Superior St,casual,5427
Wabash Ave & 16th St,member,5434
Ravenswood Ave & Lawrence Ave,casual,5457
Fairbanks St & Superior St,member,5458
Michigan Ave & Jackson Blvd,member,5458
Mies van der Rohe Way & Chicago Ave,casual,5474
Emerald Ave & 31st St,member,5504
Lincoln Park Conservatory,member,5509
Franklin St & Chicago Ave,casual,5516
Damen Ave & Division St,member,5523
Southport Ave & Wrightwood Ave,casual,5528
Ellis Ave & 60th St,casual,5542
Michigan Ave & Madison St,member,5579
Lake Park Ave & 56th St,member,5599
Clybourn Ave & Division St,member,5618
State St & Pearson St,member,5632
Larrabee St & Armitage Ave,member,5633
Broadway & Argyle St,member,5637
Broadway & Berwyn Ave,member,5661
State St & Kinzie St,casual,5672
Cityfront Plaza Dr & Pioneer Ct,casual,5680
Western Ave & Leland Ave,member,5687
Lincoln Ave & Diversey Pkwy,casual,5694
Clark St & Lake St,casual,5703
Wood St & Milwaukee Ave,casual,5713
Sedgwick St & Webster Ave,casual,5740
Wood St & Taylor St (Temp),member,5742
Burnham Harbor,member,5744
Clinton St & Roosevelt Rd,member,5760
Pine Grove Ave & Irving Park Rd,casual,5791
Orleans St & Merchandise Mart Plaza,casual,5808
Field Blvd & South Water St,casual,5823
Damen Ave & Cortland St,casual,5872
Orleans St & Chestnut St (NEXT Apts),member,5874
Elston Ave & Cortland St,member,5881
Broadway & Sheridan Rd,casual,5893
LaSalle St & Washington St,member,5929
Wabash Ave & Adams St,member,5956
Eckhart Park,member,5958
Clark St & North Ave,casual,5963
Larrabee St & Oak St,member,5995
Lakefront Trail & Bryn Mawr Ave,casual,6011
Buckingham Fountain,casual,6016
Dearborn St & Adams St,member,6033
Orleans St & Hubbard St,member,6107
Wabash Ave & 9th St,casual,6107
Franklin St & Jackson Blvd,casual,6118
Clark St & Bryn Mawr Ave,member,6138
Milwaukee Ave & Grand Ave,casual,6171
Sedgwick St & North Ave,casual,6183
Sangamon St & Washington Blvd,member,6214
Clark St & Winnemac Ave,casual,6243
Wabash Ave & Wacker Pl,member,6246
Mies van der Rohe Way & Chestnut St,casual,6251
Federal St & Polk St,casual,6261
Ashland Ave & Blackhawk St,member,6325
University Ave & 57th St,casual,6329
California Ave & Milwaukee Ave,casual,6331
Southport Ave & Clybourn Ave,member,6357
Clark St & Grace St,casual,6360
State St & Van Buren St,member,6380
Michigan Ave & 18th St,member,6399
Cityfront Plaza Dr & Pioneer Ct,member,6419
Throop St & Taylor St,member,6463
Western Ave & Winnebago Ave,member,6510
Clinton St & Washington Blvd,casual,6517
Ogden Ave & Race Ave,member,6530
Michigan Ave & 8th St,member,6532
Clifton Ave & Armitage Ave,member,6546
Clark St & Leland Ave,member,6599
Stockton Dr & Wrightwood Ave,casual,6601
Canal St & Adams St,casual,6603
Rush St & Hubbard St,member,6649
Field Blvd & South Water St,member,6651
Rush St & Cedar St,casual,6670
Clark St & North Ave,member,6676
Financial Pl & Ida B Wells Dr,member,6676
Damen Ave & Cortland St,member,6697
Wabash Ave & Wacker Pl,casual,6712
Halsted St & Dickens Ave,casual,6714
Sheridan Rd & Irving Park Rd,casual,6716
Desplaines St & Kinzie St,casual,6733
Jefferson St & Monroe St,member,6779
Southport Ave & Wrightwood Ave,member,6790
Shore Dr & 55th St,member,6800
Broadway & Belmont Ave,casual,6898
Wilton Ave & Diversey Pkwy,casual,6908
Racine Ave & Belmont Ave,casual,6911
Aberdeen St & Monroe St,member,6926
Damen Ave & Chicago Ave,member,6930
Franklin St & Adams St (Temp),member,6952
Woodlawn Ave & 55th St,member,6974
Sheridan Rd & Buena Ave,member,6983
California Ave & Milwaukee Ave,member,7022
Wells St & Polk St,member,7070
Kedzie Ave & Milwaukee Ave,casual,7101
Wells St & Walton St,member,7107
Racine Ave & Congress Pkwy,member,7111
Lakefront Trail & Bryn Mawr Ave,member,7123
Columbus Dr & Randolph St,casual,7149
Lincoln Park Conservatory,casual,7158
Clark St & Wellington Ave,casual,7215
Halsted St & Roosevelt Rd,member,7255
Sheffield Ave & Webster Ave,casual,7285
Clark St & Schiller St,casual,7347
LaSalle Dr & Huron St,member,7360
State St & Randolph St,casual,7362
Ritchie Ct & Banks St,member,7378
Sheffield Ave & Willow St,member,7388
Stetson Ave & South Water St,member,7405
Clinton St & Madison St,casual,7410
Sheffield Ave & Wellington Ave,casual,7443
Clark St & Chicago Ave,member,7446
Aberdeen St & Randolph St,member,7462
Wacker Dr & Washington St,member,7468
Green St & Madison St,casual,7495
Dearborn Pkwy & Delaware Pl,casual,7502
Michigan Ave & 14th St,member,7514
Fairbanks Ct & Grand Ave,casual,7537
Desplaines St & Randolph St,member,7559
Halsted St & Clybourn Ave,casual,7569
Honore St & Division St,member,7580
Clark St & Berwyn Ave,member,7588
State St & Chicago Ave,casual,7645
Racine Ave & Belmont Ave,member,7665
Dayton St & North Ave,member,7669
Clark St & Grace St,member,7684
Carpenter St & Huron St,member,7692
Michigan Ave & Jackson Blvd,casual,7751
Bissell St & Armitage Ave*,member,7754
Sheffield Ave & Wrightwood Ave,casual,7763
Milwaukee Ave & Wabansia Ave,member,7789
Paulina St & Flournoy St,member,7789
Field Museum,casual,7791
Pine Grove Ave & Waveland Ave,casual,7806
Montrose Harbor,member,7880
Southport Ave & Belmont Ave,member,7885
St. Clair St & Erie St,casual,7917
Kedzie Ave & Milwaukee Ave,member,7924
Halsted St & Maxwell St,member,7968
Clarendon Ave & Junior Ter,member,7983
Southport Ave & Waveland Ave,casual,7984
Greenview Ave & Fullerton Ave,member,8035
Larrabee St & Division St,member,8094
Broadway & Waveland Ave,casual,8189
Calumet Ave & 33rd St,member,8263
Wabash Ave & Roosevelt Rd,casual,8284
Halsted St & Willow St,member,8297
Ogden Ave & Chicago Ave,member,8306
Sangamon St & Lake St,member,8341
Ellis Ave & 58th St,member,8401
Southport Ave & Roscoe St,casual,8461
Halsted St & Wrightwood Ave,casual,8517
Broadway & Cornelia Ave,casual,8520
Southport Ave & Wellington Ave,member,8527
Wabash Ave & 9th St,member,8650
Wells St & Hubbard St,casual,8654
Franklin St & Illinois St,member,8665
DuSable Lake Shore Dr & Wellington Ave,casual,8686
Ashland Ave & Division St,casual,8870
Clark St & Drummond Pl,casual,8876
MLK Jr Dr & 29th St,member,8916
Desplaines St & Jackson Blvd,member,8937
Dearborn St & Erie St,casual,8950
Lincoln Ave & Fullerton Ave,casual,9044
Wood St & Milwaukee Ave,member,9094
Sedgwick St & Webster Ave,member,9095
Damen Ave & Pierce Ave,casual,9116
Sheffield Ave & Fullerton Ave,casual,9136
Milwaukee Ave & Grand Ave,member,9140
Kingsbury St & Kinzie St,casual,9142
Mies van der Rohe Way & Chestnut St,member,9165
DuSable Lake Shore Dr & Monroe St,member,9211
Canal St & Jackson Blvd,member,9219
Racine Ave & Fullerton Ave,member,9223
Wells St & Evergreen Ave,casual,9244
Sedgwick St & North Ave,member,9273
McClurg Ct & Ohio St,casual,9367
Wells St & Huron St,casual,9420
Lincoln Ave & Diversey Pkwy,member,9423
Sedgwick St & Huron St,member,9429
Sheffield Ave & Kingsbury St,member,9442
Burling St & Diversey Pkwy,member,9505
Halsted St & Roscoe St,casual,9556
Millennium Park,member,9565
Michigan Ave & Lake St,casual,9665
Sheffield Ave & Wrightwood Ave,member,9688
Aberdeen St & Jackson Blvd,member,9822
Mies van der Rohe Way & Chicago Ave,member,9826
Lakeview Ave & Fullerton Pkwy,casual,9880
Rush St & Superior St,member,9894
Stockton Dr & Wrightwood Ave,member,9905
900 W Harrison St,member,9977
Sheffield Ave & Waveland Ave,casual,10042
New St & Illinois St,casual,10100
Sheridan Rd & Montrose Ave,member,10158
Clark St & Winnemac Ave,member,10177
Broadway & Belmont Ave,member,10195
McClurg Ct & Erie St,member,10205
Larrabee St & Webster Ave,casual,10212
DuSable Lake Shore Dr & Belmont Ave,casual,10215
State St & Kinzie St,member,10219
Wolcott Ave & Polk St,member,10232
Halsted St & Dickens Ave,member,10244
Clarendon Ave & Gordon Ter,member,10285
Clark St & Randolph St,member,10285
DuSable Lake Shore Dr & Diversey Pkwy,casual,10292
Clark St & Wellington Ave,member,10325
Clark St & Lake St,member,10335
Rush St & Cedar St,member,10344
Clark St & Wrightwood Ave,casual,10428
Broadway & Sheridan Rd,member,10461
Pine Grove Ave & Irving Park Rd,member,10516
DuSable Lake Shore Dr & Wellington Ave,member,10524
DuSable Lake Shore Dr & Belmont Ave,member,10571
Michigan Ave & Washington St,casual,10582
LaSalle St & Illinois St,casual,10612
Canal St & Monroe St,member,10691
Franklin St & Lake St,member,10775
Wilton Ave & Diversey Pkwy,member,10826
Wells St & Evergreen Ave,member,10876
State St & Randolph St,member,10954
Franklin St & Jackson Blvd,member,10980
LaSalle St & Jackson Blvd,member,11039
New St & Illinois St,member,11042
Daley Center Plaza,member,11055
Franklin St & Chicago Ave,member,11072
Sheffield Ave & Wellington Ave,member,11120
Michigan Ave & 8th St,casual,11136
Wabash Ave & Grand Ave,casual,11137
Fairbanks Ct & Grand Ave,member,11296
Adler Planetarium,casual,11313
Canal St & Madison St,member,11473
Sheffield Ave & Webster Ave,member,11480
Federal St & Polk St,member,11529
Sheffield Ave & Waveland Ave,member,11572
Wilton Ave & Belmont Ave,casual,11627
Columbus Dr & Randolph St,member,11639
May St & Taylor St,member,11716
Franklin St & Monroe St,member,11859
Ravenswood Ave & Lawrence Ave,member,11863
Clark St & Newport St,casual,11896
Southport Ave & Waveland Ave,member,11904
Wells St & Elm St,casual,11978
Broadway & Barry Ave,casual,12099
Lakeview Ave & Fullerton Pkwy,member,12121
Clark St & Schiller St,member,12151
McClurg Ct & Ohio St,member,12178
Clark St & Newport St,member,12226
DuSable Lake Shore Dr & Diversey Pkwy,member,12231
Southport Ave & Roscoe St,member,12362
Montrose Harbor,casual,12452
Halsted St & Wrightwood Ave,member,12456
Larrabee St & Webster Ave,member,12530
Kimbark Ave & 53rd St,member,12533
Clark St & Elm St,casual,12595
Clark St & Lincoln Ave,casual,12694
Orleans St & Merchandise Mart Plaza,member,12741
Dearborn St & Monroe St,member,12747
Sheridan Rd & Irving Park Rd,member,12794
Halsted St & Roscoe St,member,12805
Kingsbury St & Erie St,member,12825
Michigan Ave & Lake St,member,12954
Damen Ave & Pierce Ave,member,12991
Michigan Ave & Washington St,member,13111
Pine Grove Ave & Waveland Ave,member,13137
Clark St & Armitage Ave,casual,13176
Clinton St & Lake St,member,13302
Wabash Ave & Roosevelt Rd,member,13344
Peoria St & Jackson Blvd,member,13376
Broadway & Cornelia Ave,member,13389
Indiana Ave & Roosevelt Rd,casual,13448
LaSalle St & Illinois St,member,13680
Lincoln Ave & Fullerton Ave,member,13697
Indiana Ave & Roosevelt Rd,member,13925
Clark St & Lincoln Ave,member,14018
Dusable Harbor,casual,14116
Clark St & Drummond Pl,member,14268
Dearborn Pkwy & Delaware Pl,member,14366
Theater on the Lake,member,14486
Ashland Ave & Division St,member,14494
Desplaines St & Kinzie St,member,14519
Halsted St & Clybourn Ave,member,14529
State St & 33rd St,member,14608
Michigan Ave & Oak St,member,14721
Broadway & Waveland Ave,member,14834
Green St & Madison St,member,14879
Halsted St & Polk St,member,14996
Clinton St & Jackson Blvd,member,15061
Morgan St & Polk St,member,15161
Larrabee St & Kingsbury St,member,15228
Sheffield Ave & Fullerton Ave,member,15405
Clark St & Armitage Ave,member,15542
Wells St & Concord Ln,casual,15646
Wabash Ave & Grand Ave,member,15685
Wells St & Hubbard St,member,15876
Ellis Ave & 55th St,member,15963
State St & Chicago Ave,member,16013
DuSable Lake Shore Dr & North Blvd,member,16061
Clark St & Wrightwood Ave,member,16068
Wilton Ave & Belmont Ave,member,16125
Dearborn St & Erie St,member,16394
Wells St & Huron St,member,16500
St. Clair St & Erie St,member,16563
Streeter Dr & Grand Ave,member,17143
Canal St & Adams St,member,17334
Theater on the Lake,casual,17886
